"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9IMNVVEA","journalArticle","2004","Tobler, Waldo R.","Thirty Five Years of Computer Cartograms","Annals of the Association of American Geographers","","0004-5608","10/d9d2qc","https://doi.org/10.1111/j.1467-8306.2004.09401004.x","The notion of a cartogram is reviewed. Then, based on a presentation from the 1960s, a direct and simple introduction is given to the design of a computer algorithm for the construction of contiguous value-by-area cartograms. As an example, a table of latitude/longitude to rectangular plane coordinates is included for a cartogram of the United States, along with Tissot's measures for this map projection. This is followed by a short review of the subsequent history of the subject and includes citation of algorithms proposed by others. In contrast to the usual geographic map, the most common use of cartograms is solely for the display and emphasis of a geographic distribution. A second use is in analysis, as a nomograph or problem-solving device similar in use to Mercator's projection, or in the transform-solve-invert paradigm. Recent innovations by computer scientists modify the objective and suggest variation similar to Airy's (1861) “balance of errors” idea for map projections.","2004-03","2020-04-29 16:08:08","2022-09-13 08:11:12","2020-04-29 16:08:08","58-73","","1","94","","","","","","","","","","en","","","","","Taylor and Francis+NEJM","CC149","","","C:\Users\A-C.bronner\Zotero\storage\CTJ8KKHJ\Tobler - 2004 - Thirty Five Years of Computer Cartograms.pdf","","LocCC-CDMP; CC-Cartogramme","map projections; Anamorphoses; cartograms; map distortion; quasiconformal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3J44IMUF","book","1963","Tobler, Waldo R.","Map Projection Study Model Guide","","","","","","","1963","2020-04-29 15:29:23","2020-04-29 15:39:27","","","8","","","","","","","","","","Hubbard Scientific Co.","Northbrook, IL, US","en","","","","","","CC20","","","","","LocCC-ABS; CC-Systeme_projection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4MMSF48","conferencePaper","1962","Tobler, Waldo R.","Electronic Mapping","Using Computer Graphics in Urban Renewal","","","","","","1962","2020-04-16 11:12:05","2021-02-09 13:41:12","","","","","","","","","","","","","HHFA-Housing and Home Finance Agency","Washington DC, US","en","","","","","","CC17","","","","","LocCC-ABS; CC-Réflexion-informatique; ⛔ No DOI found","","Horwood, E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1961 Conference of the American Institute of Planners","","","","","","","","","","","","","","",""
"MN54HTEU","journalArticle","1962","Tobler, Waldo R.","A Classification of Map Projection","Annals of the Association of American Geographers","","0004-5608, 1467-8306","10/bz74bw","http://www.tandfonline.com/doi/abs/10.1111/j.1467-8306.1962.tb00403.x","","1962-06","2020-04-14 08:44:14","2021-02-09 13:41:13","2020-04-13 19:43:33","167-175","","2","52","","Annals of the Association of American Geographers","","","","","","","","en","","","","","DOI.org (Crossref)","CC12","","","","","LocCC-CDMP; CC-Systeme_projection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKTXYRXY","thesis","1957","Tobler, Waldo R.","An Empirical Evaluation of Hypsometric Colors","","","","","","","1957","2020-04-14 08:44:14","2020-04-29 14:33:23","","","86","","","","","","","","","","University of Washington","Seattle, Washington, US","en","","MA Thesis","","","","CC3","","","","","LocCC-ABS; CC-Visualisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG8UIGJ5","report","1956","Tobler, Waldo R.; Ingalls, B.","Recording Map and Monument Information on IBM Cards","","","","","","","1956","2020-04-14 08:44:14","2020-04-29 14:31:28","","25","","","","","","","","","","","Department of Public Lands, State of Washington, Bureau of Surveys and Maps","Olympia, Washington, US","en","","","","","","CC1","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","Report No. 1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FU3Z2GLW","journalArticle","1962","Tobler, Waldo R.","The Polar Case of Hammer's Projection","The Professional Geographer","","0033-0124, 1467-9272","10/fcmncf","http://www.tandfonline.com/doi/abs/10.1111/j.0033-0124.1962.142_20.x","","1962-03","2020-04-14 08:44:14","2021-02-09 13:41:13","2020-04-13 19:49:27","20-22","","2","14","","The Professional Geographer","","","","","","","","en","","","","","DOI.org (Crossref)","CC15","","","","","CC-Systeme_projection; LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7WA5XCY","book","1959","Tobler, Waldo R.","Maps of the USA","","","","","","","1959","2020-04-29 09:19:38","2020-04-29 09:47:32","","","32","","","","","","","","","","University of Washington","Seattle, Washington, US","en","","","","","","CC5","","","","","LocCC-ABS; CC-Image, carte, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYPURQF2","journalArticle","1960","Tobler, Waldo R.","Projection Pitfalls","Annals of the Association of American Geographers","","1467-8306","10/b8gqn5","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8306.1960.tb00331.x","","1960","2020-04-16 11:12:05","2021-02-09 13:41:13","2020-04-16 10:12:14","58-58","","1","50","","","","","","","","","","en","","","","","Wiley Online Library","CC6","","","","","CC-Systeme_projection; LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP4QFF2N","conferencePaper","1994","Tobler, W. R.","Migration: Ravenstein, Thornthwaite and Beyond","","","","","","","1994","2020-05-18 12:15:19","2021-02-09 13:41:18","","","","","","","","","","","","","AAG","San Francisco","en","","","","","","CC205","","","","","Migrations; LocCC-CDSH; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBKSRM3Q","document","1994","Tobler, W. R.","Global Demography","","","","","","","1994","2020-05-18 12:13:56","2020-05-18 12:14:37","","","","","","","","","","","","","Center for International Earth Science Information Network, Saginaw","","en","","","","","","CC204","","","","","LocCC-ABS; CC-Geographie, cartographie, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZTHN6U7","document","1994","Tobler, W. R.","30+ Years of Research in Geography","","","","","","","1994-05","2020-05-18 12:12:00","2020-05-18 12:13:39","","","","","","","","","","","","","Geography Colloquium","","en","","","","","","CC203","","","","","LocCC-ABS; CC-Histoire_cartographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BR8QLFZM","document","1993","Tobler, W. R.","Global Demography","","","","","","","1993","2020-05-18 12:08:49","2020-05-18 12:11:52","","","","","","","","","","","","","University of Colorado, Spring; George Mason University, Fall, Univ. Michigan,","","en","","","","","","CC202","","","","","LocCC-ABS; CC-Geographie, cartographie, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHLEP85Y","document","1991","Tobler, W. R.","Spatial Data in Digital Form","","","","","","","1991-03-20","2020-05-18 12:06:51","2020-05-18 12:08:16","","","","","","","","","","","","","estern Assn Map Libraries, Annual Meeting, Santa Barbara","","","","","","","","CC201","","","","","LocCC-ABS; CC-SIG (GIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5QQ4Z3Q","document","1989","Tobler, W. R.","Something similar","","","","","","","1989-09","2020-05-18 07:55:50","2020-05-18 07:56:48","","","","","","","","","","","","","Hope Ranch School)","","","","","","","","CC199","","","","","LocCC-ABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ24LGST","document","1988","Tobler, W. R.","Measuring Distortion in Maps: Mathematical Approaches","","","","","","","1988","2020-05-18 07:51:03","2020-05-18 07:52:24","","","","","","","","","","","","","NASA Ames Research Center, CA, March","","","","","","","","CC197","","","","","LocCC-ABS; CC-Cartogramme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGPQXKCF","document","1988","Tobler, W. R.","Maps and Exploration","","","","","","","1988","2020-05-18 07:44:59","2020-05-18 07:47:33","","","","","","","","","","","","","Nat. Geog. Awareness ; Adams Elementary School (5th grade) Santa Barbara","","en","","","","","","CC196","","","","","LocCC-ABS; CC-Enseignement_cartographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SBVEIUD","document","1988","Tobler, W. R.","Distorted Maps"", California Mapping Conference,","","","","","","","1988-10-05","2020-05-18 07:35:55","2020-05-18 07:44:42","","","","","","","","","","","","","San Jose,","","en","","","","","","CC195","","","","","LocCC-ABS; CC-SIG (GIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QU3RDP7","document","1987","Tobler, W. R.","AAG Conference Panel on Geographic Information Systems,","","","","","","","1987","2020-05-18 07:31:58","2020-05-18 07:35:24","","","","","","","","","","","","","Portland OR, April","","en","","","","","","CC194","","","","","LocCC-ABS; CC-SIG (GIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8CCFC4Q","document","1987","Tobler, W. R.","Migration Mapping","","","","","","","1987","2020-05-18 07:30:12","2020-05-18 07:31:48","","","","","","","","","","","","","University of Colorado, Boulder, June.","","en","","","","","","CC193","","","","","LocCC-ABS; Migrations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJQ4VCVH","document","1987","Tobler, W. R.","GIS Theory and Technology","","","","","","","1987","2020-05-18 07:24:43","2020-05-18 07:27:53","","","","","","","","","","","","","US Geological Survey, Denver, June","","en","","","","","","CC191","","","","","LocCC-ABS; CC-SIG (GIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HX9LUHD","computerProgram","1994","Tobler, W. R.","Snow on Colera Computer program to display John Snows Cholera data","","","","","http://www.ncgia.ucsb.edu/pubs/snow/snow.html","","1994","2020-05-18 06:52:10","2020-05-18 06:55:58","","","","","","","","","","","","","UCSB","SantaBarbara (CA)","","","","","","","CC188","","","","","LocCC-WEB; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","","","","","","","","",""
"Q2NVUUNR","report","1993","Tobler, Waldo R.","Non–Isotropic Modeling","","","","","http://ncgia.ucsb.edu/technical-reports/PDF/93-1.pdf|http://www.geodyssey.com/papers/tobler93.html","","1993-02","2020-05-17 22:41:36","2021-05-18 16:48:08","","4","","","","","","","","","","Three presentations on Spatial Analysis","NCGIA National Center for Geographic Information and Analysis","Santa Barbara","en","","Technical Report","","","","CC187","","","","","CC-Modelisation mathématique; LocCC-WEB","","","","","","","","","","","","","","","","","","","","TR–93–1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIHYC829","report","1993","Tobler, Waldo R.","Global Geographical Analysis","","","","","http://ncgia.ucsb.edu/technical-reports/PDF/93-1.pdf","","1993-02","2020-05-17 22:48:27","2020-05-17 22:51:25","","6","","","","","","","","","","Three presentations on Spatial Analysis.","NCGIA National Center for Geographic Information and Analysis","Santa Barbara","en","","Technical Report","","","","CC187","","","","","CC-Modelisation mathématique; LocCC-WEB","","","","","","","","","","","","","","","","","","","","TR–93–1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E25B45Z","report","1993","Tobler, Waldo R.","Speculations on the Geometry of Geography","","","","","http://ncgia.ucsb.edu/technical-reports/PDF/93-1.pdf","","1993-02","2020-05-17 22:47:15","2020-05-17 22:49:55","","14","","","","","","","","","","Three presentations on Spatial Analysis.","NCGIA National Center for Geographic Information and Analysis","Santa Barbara","en","","Technical Report","","","","CC187","","","","","CC-Modelisation mathématique; LocCC-WEB","","","","","","","","","","","","","","","","","","","","TR–93–1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5M59ZS7","journalArticle","","Tobler, Waldo R.","Using ""S"" to Analyze Migration Tables","Geography","","","","","","spring1987","2020-05-17 22:35:35","2021-02-09 13:41:18","","33","","145","","","","","","","","","","","en","","","","","","CC185","","","","","LocCC-CDMV; Migrations; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5I4BHHJ","journalArticle","1986","Tobler, Waldo R.","Computer Programs","Geography","","","","","","1986","2020-05-17 22:23:03","2021-02-09 13:41:17","","225","","125","","","","","","","","","","","en","","","","","","CC184","","","","","LocCC-ABS; CC-programmes; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSMW358S","manuscript","1976","Tobler, Waldo R.","The Chernoff Assignment Problem","","","","","","","1976","2020-05-17 22:16:44","2020-05-17 22:21:28","","","","","","","","","","","","","","Santa Barbara","en","","unpublished","","","","CC183","","","","","LocCC-ABS; CC-autres themes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YF6QIVE","conferencePaper","1994","Tobler, W. R.","History of Cartography as taught at UCSB","Seminar on Teaching of the History of Cartography","","","","","","1994","2020-05-12 13:54:02","2021-02-09 13:41:18","","9-22","","","","","","","","","","","","University of Utrecht","","","","","","","CC129","","","","","LocCC-CDSC; CC-Histoire_cartographie; ⛔ No DOI found","","Ormeling, F.; Bouma, Y.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICA Commissions on History of Cartography, Education and Training","","","","","","","","","","","","","","",""
"H2ZY8R3T","document","1976","Tobler, W.T.","Linearly Monotonic Mappings","","","","","","","1976","2020-05-16 14:09:25","2020-05-16 14:15:35","","","","","","","","","","","","","Mss Ann Arbor","","en","","","","","","CC178","","","","","LocCC-ABS; CC-Modelisation mathématique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8YX22WY","computerProgram","1976","Tobler, W. R.","Winds: A Computer Program for the Analysis of Geographical Interactions","","","","","","","1976","2020-05-16 14:11:18","2020-05-16 14:12:06","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC179","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","13","","","","","","","",""
"EI3EHSM4","computerProgram","1974","Tobler, W. R.","Spatial Autocorrelation Programs","","","","","","","1974","2020-05-16 13:58:16","2020-05-16 14:00:50","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC175","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","12","","","","","","","",""
"FNZG5KMJ","computerProgram","1974","Tobler, W. R.","Parsed County and State Outline Files","","","","","","","1974","2020-05-16 13:54:06","2020-05-16 13:57:44","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC173","","","","","LocCC-ABS; CC-BDL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","",""
"KDSXDH8G","computerProgram","1974","Tobler, W. R.","County and State Choropleth Mapping Program","","","","","","","1974","2020-05-16 13:55:50","2020-05-16 13:57:30","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC174","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","10","","","","","","","",""
"LZXFN3XG","computerProgram","1974","Tobler, W. R.","Three Simple Display Programs","","","","","","","1974","2020-05-16 13:53:23","2020-05-16 13:54:21","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC172","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","8","","","","","","","",""
"JIK6GMC6","computerProgram","1974","Tobler, W. R.","Interactive Contouring Programs","","","","","","","1974","2020-05-16 13:52:35","2020-05-16 13:53:16","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC171","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","7","","","","","","","",""
"74XZZCAC","computerProgram","1974","Tobler, W. R.","Choropleth Mapping n Programs","","","","","","","1974","2020-05-16 13:51:28","2020-05-16 13:52:25","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC170","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","6","","","","","","","",""
"QH7KIULA","computerProgram","1974","Tobler, W. R.","Polygon Programs","","","","","","","1974","2020-05-16 13:47:38","2020-05-16 13:51:06","","","","","","","","","","","","Cartographic Laboratory Report","University of Michigan, Geography Department","Ann Arbor, MI, US","","","","","","","CC169","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","5","","","","","","","",""
"PD69R2X7","journalArticle","1974","Tobler, W. R.","The Accuracy of Categorical Maps","Cartographic Laboratory Report, Ann Arbor","","","","","","1974","2020-05-16 13:42:52","2021-02-09 13:41:22","","56 p.","","Prepared for the International Geographical Commission on Geographical Data Sensing and Processing,","4","","","","","","","","","","en","","","","","","CC168","","","","","LocCC-LBTCP; CC-BDL; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYRQDVKP","computerProgram","1974","Tobler, W. R.","Cartogram Programs","","","","","","","1974","2020-05-16 13:31:07","2020-05-16 13:32:52","","","","","","","","","","","","Cartography Laboratory Report # 3, University of Michiga","","Ann Arbor, MI, US","","","","","","","CC167","","","","","LocCC-LBCAO; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","","","","","","","","",""
"933BITSG","computerProgram","1974","Tobler, W. R.","Geographical Interpolation Program","","","","","","","1974","2020-05-16 13:28:16","2020-05-16 13:30:33","","","","","","","","","","","","Cartographic Laboratory Report # 2, University of Michigan,","","Ann Arbor, MI, US","","","","","","","CC166","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","2","","","","","","","",""
"Y9WZB55H","computerProgram","1974","Tobler, W. R.","A Computer Program to Draw Perspective Views of Geographic DataT","","","","","","","1974","2020-05-16 13:21:41","2020-05-16 13:24:26","","","","","","","","","","","","Cartographic Laboratory Report # 1, University of Michigan, Geography Department","","Ann Arbor","","","","","","","CC165","","","","","LocCC-ABS; CC-programmes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FORTRAN","","","","","","","","",""
"G7UHBDBL","document","1972","Tobler, W. R.","Remarks on computer graphics in geographical teaching and research","","","","","","","1972","2020-05-16 13:06:42","2020-05-16 13:10:05","","","","","","","","","","","","","","","en","","","","","","CC163","","","","","LocCC-LBCAO; CC-Enseignement_cartographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9AI5QVN","conferencePaper","1972","Tobler, W. R.","Comparisons of Geographic Methodology, 1968–1972–1976","International Geographical Union","","","","","","1972","2020-05-16 12:59:22","2021-02-09 13:41:22","","10 p.","","","","","","","","","","","","Ottawa,","en","","","","","","CC162","","","","","LocCC-ABS; CC-Geographie, cartographie, etc.; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2nd International Symposium on Geographical Data Sensing and Processing","","","","","","","","","","","","","","",""
"M6UFTVQ8","report","1975","Tobler, Waldo R.","Analytical Cartography","","","","","http://pure.iiasa.ac.at/id/eprint/351/","","1975-07","2020-05-11 11:23:56","2020-05-14 14:07:55","2020-05-11 10:55:08","27","","","","","","","","","","Human Settlements and Services Area (HSS)","IIASA International Institute for Applied Systems Analysis","Laxenburg, AT","en","","Monograph (IIASA Research Report)","","","","CC70","","","","","","","","","","","","","","","","","","","","","","","","","WP-75-077","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRSA4CXM","report","1975","Tobler, Waldo R.","A Preliminary Analysis of the Spread of the Depression","","","","","http://pure.iiasa.ac.at/id/eprint/352/","The closure of banks at the time of the depression can be regarded as an economic innovation which diffused throughout our society, culminating in the national bank holiday. The propagation of such events would seem likely to reveal the structure of the system. One may postulate that the general organization of the society has not changed in the last forty years, although the banking industry has been modified in its details. One would expect that technological innovations in today's society spread in a manner analogous to bank closures in that earlier period, probably at a somewhat accelerated rate.","1975-07","2020-05-11 11:18:13","2020-05-14 14:07:14","2020-05-11 10:55:08","19","","","","","","","","","","Human Settlements and Services Area (HSS)","IIASA International Institute for Applied Systems Analysis","Laxenburg, AT","en","","Monograph (IIASA Research Report)","","","","CC66","","","","","","","","","","","","","","","","","","","","","","","","","WP-75-076","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GN9W8ME","report","1975","Tobler, Waldo R.","Migration Fields","","","","","http://pure.iiasa.ac.at/id/eprint/401/","The accompanying maps were produced in conjunction with a larger study of spatial interaction. They are extracted here because they have as a common theme the migration of people.","1975-03","2020-05-11 12:20:32","2020-05-14 14:06:46","2020-05-11 10:55:08","25","","","","","","","","","","Human Settlements and Services Area (HSS)","IIASA International Institute for Applied Systems Analysis","Laxenburg, AT","en","","Monograph (IIASA Research Report)","","","","CC78","","","","","","","","","","","","","","","","","","","","","","","","","WP-75-027","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GX7QPSSS","journalArticle","2005","Tobler, W. R.","Estimating Potentials from Asymmetry","Solstice : A refereed Electronic Journal of Geography and Mathematics","","1059-5325","","","","2005","2020-05-14 13:32:54","2021-02-09 13:41:23","","","","2","16","","","","","","","","","","en","","","","","","CC152","","","","","LocCC-CDSH; CC-Modelisation (mouvement); ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8II3D8QZ","conferencePaper","2005","Tobler, W. R.","Estimating Potential from Asymmetry","","","","","http://www.imagenet.org","","2005","2020-05-14 13:45:38","2021-02-09 13:41:22","","","","","Sunbelt XXV","","","","","","","","","Redondo Beach, CA--1005."" CC153","en","","","","","","CC153","","","","","LocCC-CDSH; CC-Modelisation (mouvement); ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2K5FFXT","journalArticle","2002","Tobler, W. R.","Global Spatial Analysis","Computers, Environment, and Urban Systems","","","10/dc3s8m","https://doi.org/10.1016/S0198-9715(02)00017-0","","2002","2020-05-14 13:22:43","2021-02-09 13:41:24","","493-500","","6","26","","","","","","","","","","en","","","","","","CC148","","","","","LocCC-CDSA; CC-Cartogramme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBCN5JHH","journalArticle","2001","Tobler, W. R.","Spherical Measures without Spherical Trigonometry","Solstice: An Electronic Journal of Geography and Mathematics","","1059-5325","","http://hdl.handle.net/2027.42/58303","The purpose of Solstice is to promote interaction between geography and mathematics. Articles in which elements of one discipline are used to shed light on the other are particularly sought. Also welcome, are original contributions that are purely geographical or purely mathematical. These may be prefaced (by editor or author) with commentary suggesting directions that might lead toward the desired interaction. Contributed articles will be refereed by geographers and/or mathematicians. Invited articles will be screened by suitable members of the editorial board. IMaGe is open to having authors suggest, and furnish material for, new regular features.","2001","2020-05-14 12:51:52","2021-02-09 13:41:24","","","","2","12","","","","","","","","","","en","","","","","","CC145","","","","","CC-Systeme_projection; LocCC-CDSC; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DI8WF9K","journalArticle","1997","Tobler, Waldo R.","The equidominance line: A new geopolitical concept","Applied Geographic Studies","","1520-6319","10/cf8x4n","https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291520-6319%28199721%291%3A1%3C7%3A%3AAID-AGS2%3E3.0.CO%3B2-5","The traditional equidistant assignment of ocean area rights to coastal neighbors is not always equitable. A well-defined and easily computed alternative is provided by a line dividing the sea into areas of equal dominance relative to each of several countries. The Gulf of Maine is used to illustrate the concept. © 1997 John Wiley & Sons, Inc.","1997","2020-04-14 08:44:14","2021-02-09 13:41:21","2020-04-13 19:55:17","7-11","","1","1","","","The equidominance line","","","","","","","en","","","","","Wiley Online Library","CC136","","","","","LocCC-CDSA; CC-Geographie, cartographie, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SA7HLTG","conferencePaper","1997","Tobler, Waldo R.","Demography in Global Change Studies","Auto-Carto 13","","","","https://cartogis.org/docs/proceedings/archive/auto-carto-13/pdf/demography-in-global-change-studies.pdf","Demographic information is usually provided on a national basis, but we know that countries are ephemeral phenomena. As an alternate scheme one might  use ecological zones rather than nation states to organize environmental data. But there is no agreement as  to what these zones should be. By way of contrast, global environmental studies using satellites as collection instruments yield results indexed by latitude and longitude.  Thus it makes some sense to assemble information on the terrestrial arrangement of people in a compatible manner.  This alternative is explored in the work described here, in which latitude/longitude quadrilaterals are used as bins for population information. This data format also has considerable advantage for analytical studies in which spatial series can be thought of as a two dimensional extension of time series, or for simulation modeling, etc. The result of our recent work is a five minute by five minute raster of estimated 1994 world population generated from over nineteen thousand administrative unit boundaries and covering 221 countries. The number of people in the total countries is estimated to  be 5.618xl09, spread over 1.32xlOs square kilometers of land. The full report details the methods used, problems encountered, applicability to urban areas, movement modeling and other uses, and needed extensions.","1997-04-07","2020-05-13 20:40:13","2020-05-13 20:47:40","","416-418","","","5","","","","","","","","","Seattle, Washington, US","en","","","","","","CC139","","","","","CC-Modelisation mathématique; LocCC-CDSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1997 ACSM/ASPRS Annual Convention & Exposition","","","","","","","","","","","","","","",""
